,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
260,4  1788,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,12/31/2018,90,Clean,Very safe,Very satisfied
260,5  1736,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,210,Somewhat clean,Neutral,Neutral
260,6   509,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,78,Somewhat clean,Very safe,Very satisfied
260,7  1106,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,125,Somewhat clean,Very safe,Somewhat satisfied
260,8  1454,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,12/31/2018,112,Clean,Very safe,Very satisfied
260,9   391,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,12/31/2018,130,Clean,Very safe,Very satisfied
261,0  1974,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,12/31/2018,95,Somewhat clean,Very safe,Somewhat satisfied
261,1   583,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,85,Somewhat clean,Very safe,Very satisfied
261,2  2251,Wednesday,WOW,REYKJAVIK,eur,Small,Gates 91-102,12/31/2018,295,Somewhat clean,Somewhat safe,Somewhat satisfied
261,3  1888,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,12/31/2018,180,Somewhat clean,Somewhat safe,Somewhat satisfied
261,4  1976,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,12/31/2018,95,Somewhat clean,Somewhat safe,Somewhat satisfied
261,5  2290,Wednesday,WOW,REYKJAVIK,eur,Small,Gates 91-102,12/31/2018,155,Clean,Very safe,Very satisfied
261,6  1966,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,12/31/2018,125,Clean,Somewhat safe,Very satisfied
261,7  3284,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,95,Somewhat clean,Somewhat safe,Neutral
261,8   405,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,12/31/2018,97,Somewhat clean,Somewhat safe,Somewhat satisfied
261,9  1441,Wednesday,UNITED,LAS VEGAS,West US,Hub,Gates 60-69,12/31/2018,302,Somewhat clean,Very safe,Neutral
262,0  2031,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,Hub,Gates 1-12,12/31/2018,180,Average,Somewhat safe,Neutral
262,1  3287,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,65,Somewhat clean,Very safe,Somewhat satisfied
262,2   101,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,Medium,Gates 70-90,12/31/2018,140,Somewhat clean,Somewhat safe,Neutral
262,3   985,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,475,Somewhat clean,Somewhat safe,Somewhat satisfied
262,4  1837,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub,Gates 91-102,12/31/2018,225,Somewhat clean,Somewhat safe,Somewhat satisfied
262,5  1047,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,12/31/2018,325,Somewhat clean,Very safe,Somewhat satisfied
262,6   779,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,120,Clean,Very safe,Somewhat satisfied
262,7  2704,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,12/31/2018,79,Somewhat clean,Very safe,Somewhat satisfied
262,8   761,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,75,Average,Very safe,Neutral
263,0   852,Tuesday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,154,Somewhat clean,Somewhat safe,Somewhat satisfied
263,1  1791,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,12/31/2018,145,Somewhat clean,Neutral,Neutral
263,2  1961,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,170,Somewhat clean,Somewhat safe,Neutral
263,3  2707,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,145,Somewhat clean,Very safe,Neutral
263,4   375,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,55,Somewhat clean,Somewhat safe,Somewhat satisfied
263,5  2947,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,100,Clean,Very safe,Very satisfied
263,6  1172,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,90,Clean,Very safe,Very satisfied
263,7  2581,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,77,Clean,Very safe,Very satisfied
263,8  1312,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,670,Somewhat clean,Somewhat safe,Somewhat satisfied
264,0   827,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,165,Clean,Very safe,Neutral
264,1  2115,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,12/31/2018,370,Somewhat clean,Very safe,Somewhat satisfied
264,2   469,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,148,Clean,Very safe,Somewhat satisfied
264,3  3272,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,12/31/2018,130,Average,Somewhat safe,Neutral
264,4   378,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,12/31/2018,135,Clean,Somewhat safe,Somewhat satisfied
264,6  2407,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,12/31/2018,580,Clean,Very safe,Very satisfied
264,7  1491,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,12/31/2018,150,Somewhat clean,Somewhat safe,Very satisfied
264,8  1512,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,135,Average,Very safe,Neutral
264,9  3004,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,118,Clean,Somewhat safe,Very satisfied
265,1   212,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,100,Somewhat clean,Very safe,Somewhat satisfied
265,2   505,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,133,Average,Somewhat safe,Somewhat satisfied
265,3   252,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,100,Clean,Very safe,Somewhat satisfied
265,4  2804,Tuesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,12/31/2018,70,Somewhat clean,Somewhat safe,Neutral
265,5  2665,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,12/31/2018,75,Clean,Neutral,Very satisfied
265,6  2093,Thursday,AMERICAN,PHILADELPHIA,EAST US,Large,Gates 50-59,12/31/2018,87,Somewhat clean,Very safe,Somewhat satisfied
265,7  2029,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,240,Somewhat clean,Very safe,Somewhat satisfied
265,8  2725,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,145,Average,Neutral,Neutral
265,9  3226,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,190,Somewhat clean,Somewhat safe,Somewhat satisfied
266,0  2417,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,12/31/2018,160,Clean,Somewhat safe,Very satisfied
266,1  1382,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,12/31/2018,165,Somewhat clean,Very safe,Somewhat satisfied
266,2  2736,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,12/31/2018,390,Clean,Very safe,Neutral
266,3  2821,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,160,Clean,Somewhat safe,Somewhat satisfied
266,4  3244,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,12/31/2018,95,Clean,Very safe,Very satisfied
266,5  2980,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,12/31/2018,160,Somewhat clean,Very safe,Somewhat satisfied
266,6  2058,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,120,Somewhat clean,Somewhat safe,Somewhat satisfied
266,7  1463,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,310,Clean,Very safe,Very satisfied
266,8  2850,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,12/31/2018,97,Somewhat clean,Very safe,Somewhat satisfied
266,9  1696,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,12/31/2018,217,Somewhat clean,Somewhat safe,Neutral
267,0  1030,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,125,Clean,Very safe,Somewhat satisfied
267,1  1148,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,65,Somewhat clean,Very safe,Somewhat satisfied
267,2  3008,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,105,Somewhat clean,Somewhat safe,Somewhat satisfied
267,3  1740,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,105,Somewhat dirty,Neutral,Neutral
267,4  1876,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,12/31/2018,150,Somewhat clean,Somewhat safe,Somewhat satisfied
267,5  2933,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,12/31/2018,121,Average,Neutral,Somewhat satisfied
267,6   280,Thursday,UNITED,BALTIMORE,EAST US,Medium,Gates 70-90,12/31/2018,194,Somewhat clean,Very safe,Somewhat satisfied
267,7   434,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,12/31/2018,263,Somewhat clean,Very safe,Somewhat satisfied
267,8  1171,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,90,Somewhat clean,Somewhat safe,Somewhat satisfied
267,9  2466,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,109,Clean,Very safe,Very satisfied
268,1  3250,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,165,Clean,Neutral,Somewhat satisfied
268,2   277,Thursday,UNITED,BALTIMORE,EAST US,Medium,Gates 70-90,12/31/2018,64,Somewhat clean,Very safe,Somewhat satisfied
268,3  2461,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,71,Somewhat clean,Very safe,Somewhat satisfied
268,4   994,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,175,Average,Somewhat safe,Somewhat satisfied
268,5  1021,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,95,Somewhat dirty,Neutral,Neutral
268,6  1637,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,12/31/2018,165,Somewhat clean,Very safe,Somewhat satisfied
268,7  1886,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,12/31/2018,120,Clean,Very safe,Very satisfied
268,8   290,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,190,Clean,Very safe,Very satisfied
268,9  1552,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,135,Somewhat clean,Somewhat safe,Somewhat satisfied
269,0  2999,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,523,Somewhat clean,Somewhat safe,Somewhat satisfied
269,1   433,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,12/31/2018,105,Somewhat clean,Very safe,Somewhat satisfied
269,2   464,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,118,Somewhat clean,Somewhat safe,Somewhat satisfied
269,3  2989,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,133,Clean,Very safe,Very satisfied
269,4  3080,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,12/31/2018,277,Somewhat clean,Very safe,Neutral
269,5  1820,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,125,Average,Very safe,Somewhat satisfied
269,6  1640,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,12/31/2018,170,Clean,Very safe,Very satisfied
269,7  1592,Thursday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,65,Clean,Very safe,Very satisfied
269,8  2801,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,12/31/2018,175,Somewhat clean,Very safe,Somewhat satisfied
269,9   562,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,165,Somewhat clean,Neutral,Very satisfied
270,0  2397,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,12/31/2018,285,Clean,Very safe,Very satisfied
270,1  2734,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,450,Somewhat clean,Somewhat safe,Somewhat satisfied
270,2  2763,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,470,Somewhat clean,Very safe,Neutral
270,3  1147,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,60,Average,Neutral,Neutral
270,4   351,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,12/31/2018,600,Clean,Somewhat safe,Somewhat satisfied
270,5  1952,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,12/31/2018,95,Somewhat clean,Very safe,Somewhat satisfied
270,6  1807,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,140,Somewhat clean,Very safe,Somewhat satisfied
270,7  2332,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,12/31/2018,155,Somewhat clean,Neutral,Somewhat satisfied
270,8  2475,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,161,Clean,Very safe,Very satisfied
270,9  3189,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,60,Clean,Somewhat safe,Very satisfied
271,0  2597,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,102,Somewhat clean,Somewhat safe,Somewhat satisfied
271,1  3232,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,12/31/2018,125,Somewhat clean,Neutral,Neutral
271,2  1472,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,115,Somewhat clean,Very safe,Somewhat satisfied
271,3  2896,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,12/31/2018,155,Average,Somewhat safe,Neutral
271,4     9,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,110,Average,Neutral,Neutral
271,5   431,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,12/31/2018,223,Somewhat clean,Very safe,Somewhat satisfied
271,6  1346,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,12/31/2018,185,Somewhat clean,Somewhat safe,Somewhat satisfied
271,7   456,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,12/31/2018,235,Clean,Very safe,Somewhat satisfied
271,8   597,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,12/31/2018,100,Somewhat clean,Somewhat safe,Neutral
272,0  3123,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,12/31/2018,215,Somewhat clean,Very safe,Somewhat satisfied
272,1  2489,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,12/31/2018,151,Average,Neutral,Somewhat satisfied
272,3  1250,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,12/31/2018,300,Clean,Very safe,Somewhat satisfied
272,4  2432,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,12/31/2018,160,Average,Somewhat safe,Somewhat satisfied
272,5   991,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,175,Clean,Very safe,Somewhat satisfied
272,6  2291,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,210,Somewhat clean,Very safe,Somewhat satisfied
272,7   951,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,12/31/2018,120,Clean,Very safe,Very satisfied
272,8   898,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,263,Somewhat clean,Somewhat safe,Somewhat satisfied
272,9  2538,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,165,Somewhat clean,Very safe,Somewhat satisfied
273,0  1804,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,140,Somewhat clean,Very safe,Somewhat satisfied
273,1  2181,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,180,Clean,Very safe,Somewhat satisfied
273,2  3257,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,90,Clean,Somewhat safe,Somewhat satisfied
273,3   484,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,178,Somewhat clean,Somewhat safe,Somewhat satisfied
273,4  3021,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,107,Clean,Somewhat safe,Somewhat satisfied
273,5   795,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,12/31/2018,115,Clean,Very safe,Very satisfied
273,7   865,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,130,Average,Very safe,Neutral
273,8  2302,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,120,Somewhat clean,Very safe,Somewhat satisfied
273,9   502,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,118,Average,Very safe,Neutral
274,0  2584,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,102,Clean,Very safe,Somewhat satisfied
274,1  3182,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,90,Somewhat clean,Somewhat safe,Neutral
274,2  1496,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,12/31/2018,135,Clean,Somewhat safe,Very satisfied
274,3   291,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,12/31/2018,122,Somewhat clean,Somewhat safe,Very satisfied
274,4  2185,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,12/31/2018,255,Clean,Very safe,Neutral
274,5  2753,Thursday,DELTA,ATLANTA,East US,Hub,Gates 40-48,12/31/2018,180,Clean,Very safe,Somewhat satisfied
274,6  1435,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,12/31/2018,220,Clean,Very safe,Very satisfied
274,7   602,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satisfied
274,8  3117,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,12/31/2018,247,Clean,Very safe,Neutral
274,9  2447,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,12/31/2018,87,Clean,Somewhat safe,Neutral
275,0  1851,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,12/31/2018,355,Somewhat clean,Very safe,Very satisfied
275,1  1729,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,12/31/2018,150,Average,Somewhat safe,Neutral
275,2   546,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,75,Somewhat clean,Very safe,Somewhat satisfied
275,3   845,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,12/31/2018,115,Clean,Somewhat safe,Very satisfied
275,5  2568,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,12/31/2018,93,Somewhat clean,Somewhat safe,Somewhat satisfied
275,6  1670,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,12/31/2018,165,Somewhat clean,Neutral,Neutral
275,7  2773,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satisfied
275,8   516,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub,Gates 1-12,12/31/2018,35,Somewhat clean,Somewhat safe,Very satisfied
275,9  2380,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,12/31/2018,155,Clean,Very safe,Somewhat satisfied
276,0  3215,Tuesday,UNITED,SANTA BARBARA,West US,Small,Gates 70-90,12/31/2018,110,Clean,Very safe,Somewhat satisfied
276,1  1162,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,12/31/2018,70,Somewhat clean,Very safe,Somewhat satisfied
276,2  2502,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,109,Somewhat clean,Very safe,Very satisfied
276,3   880,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,12/31/2018,60,Somewhat clean,Very safe,Somewhat satisfied
276,4  2525,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,12/31/2018,150,Clean,Neutral,Very satisfied
276,5  2638,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,12/31/2018,90,Somewhat clean,Very safe,Somewhat satisfied
276,6  1950,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,155,Somewhat clean,Neutral,Somewhat satisfied
276,7  2543,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,120,Clean,Very safe,Very satisfied
276,8  1458,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,1/1/2018,179,Clean,Somewhat safe,Somewhat satisfied
276,9  1850,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,140,Clean,Very safe,Very satisfied
277,0  2827,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,12/31/2018,93,Average,Neutral,Somewhat satisfied
277,1  3208,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,90,Clean,Very safe,Very satisfied
277,2  1700,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,195,Clean,Neutral,Very satisfied
277,3   376,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,12/31/2018,135,Somewhat clean,Very safe,Somewhat satisfied
277,4  2845,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,12/31/2018,112,Clean,Very safe,Somewhat satisfied
277,5  1969,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,260,Somewhat clean,Very safe,Somewhat satisfied
277,7  1996,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,12/31/2018,110,Clean,Very safe,Somewhat satisfied
277,8  2708,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,300,Somewhat clean,Very safe,Somewhat satisfied
278,0  1744,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,125,Somewhat clean,Very safe,Somewhat satisfied
278,1  2843,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,12/31/2018,187,Somewhat clean,Very safe,Somewhat satisfied
278,2  1772,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,12/31/2018,85,Clean,Very safe,Somewhat satisfied
278,3   338,Friday,ALASKA,SAN DIEGO,West US,Medium,Gates 50-59,12/31/2018,126,Somewhat clean,Somewhat unsafe,Somewhat satisfied
278,4   366,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,12/31/2018,180,Average,Neutral,Somewhat satisfied
278,5  1179,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,12/31/2018,120,Average,Somewhat safe,Neutral
278,6  1947,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,12/31/2018,185,Somewhat clean,Very safe,Somewhat satisfied
278,7  1305,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,12/31/2018,110,Somewhat clean,Very safe,Somewhat satisfied
278,8  3196,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,12/31/2018,105,Clean,Very safe,Very satisfied
278,9   976,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,12/31/2018,265,Somewhat clean,Somewhat safe,Somewhat satisfied
279,1   777,Thursday,UNITED INTL,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 91-102,12/31/2018,443,Somewhat clean,Somewhat safe,Somewhat satisfied
279,2  2171,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,12/31/2018,108,Average,Very safe,Somewhat satisfied
279,3  2570,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,12/31/2018,120,Clean,Very safe,Very satisfied
279,4  3007,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,12/31/2018,208,Clean,Very safe,Very satisfied
279,5   820,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,12/31/2018,170,Average,Neutral,Somewhat unsatisfied
279,6  1125,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,12/31/2018,90,Somewhat clean,Somewhat safe,Very satisfied
279,7  1466,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,90,Clean,Very safe,Somewhat satisfied
279,8  3099,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,12/31/2018,105,Somewhat clean,Very safe,Somewhat satisfied
279,9  2399,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,12/31/2018,195,Clean,Neutral,Very satisfied
280,0  1942,Tuesday,UNITED,BOSTON,EAST US,Large,Gates 70-90,12/31/2018,145,Somewhat clean,Somewhat safe,Somewhat satisfied
280,1  2130,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,12/31/2018,380,Somewhat clean,Somewhat safe,Somewhat satisfied
280,2   394,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,12/31/2018,115,Clean,Very safe,Very satisfied
280,3  2888,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,12/31/2018,60,Somewhat clean,Somewhat unsafe,Somewhat satisfied
280,4  1475,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,12/31/2018,280,Somewhat clean,Neutral,Somewhat satisfied
